HLE,HLN,HLZ
0.017089,0.016038,0.016865
0.016627,0.016377,0.017261
0.016409,0.016786,0.017503
0.016514,0.017183,0.017458
0.016876,0.017514,0.017186
0.017344,0.017742,0.016897
0.017782,0.017846,0.016786
0.018141,0.017818,0.01688
0.018458,0.017673,0.017066
0.018778,0.01746,0.017212
0.019089,0.017267,0.017276
0.019328,0.017181,0.017322
0.01943,0.01721,0.01742
0.019349,0.017256,0.017567
0.019063,0.017204,0.017725
0.018581,0.01704,0.017878
0.017962,0.016864,0.018024
0.01734,0.016813,0.018136
0.0169,0.016946,0.018156
0.016776,0.017195,0.018052
0.016977,0.017431,0.017874
0.017412,0.017565,0.017756
0.017963,0.017586,0.01781
0.018534,0.017539,0.018021
0.019055,0.017492,0.01828
0.019468,0.017492,0.018478
0.019728,0.017541,0.018569
0.019837,0.017603,0.018586
0.019852,0.017647,0.01859
0.019851,0.017688,0.018623
0.019882,0.017755,0.018707
0.019973,0.017854,0.018853
0.020135,0.017992,0.019047
0.020347,0.018186,0.019241
0.020538,0.01843,0.019394
0.020621,0.018671,0.019503
0.020556,0.018863,0.019586
0.02039,0.019021,0.019638
0.020234,0.01919,0.019615
0.020145,0.019371,0.019461
0.020067,0.019498,0.019185
0.019909,0.019479,0.018889
0.019673,0.019324,0.018681
0.019462,0.019172,0.018575
0.019414,0.019156,0.018494
0.019592,0.019258,0.018372
0.019935,0.019351,0.018256
0.020305,0.019323,0.018322
0.020586,0.019144,0.018705
0.020759,0.018867,0.019359
0.020894,0.018588,0.020094
0.021064,0.018402,0.02071
0.021254,0.018351,0.021086
0.021378,0.018406,0.021213
0.021378,0.018478,0.021156
0.021307,0.018478,0.021005
0.021305,0.018394,0.020823
0.021443,0.018309,0.020613
0.021608,0.018325,0.020328
0.01017,-0.011519,-0.011468
0.0107,-0.012267,-0.014878
0.010252,-0.011947,-0.017991
-0.010059,-0.01061,-0.02026
0.010956,0.010271,-0.021
0.010924,0.010437,-0.01952
0.01119,0.010622,-0.015521
0.013464,0.010259,0.01008
0.014909,-0.012084,0.014042
0.014876,-0.013649,0.016517
0.013335,-0.014229,0.017746
0.011001,-0.013634,0.01791
0.011214,-0.011794,0.017163
0.012824,0.01035,0.015816
0.013146,0.010232,0.01445
0.011719,-0.011213,0.013765
-0.011867,-0.01196,0.01427
-0.014653,-0.011633,0.015986
-0.016849,-0.010423,0.018288
-0.018229,-0.011803,0.020026
-0.018732,-0.014511,0.019941
-0.01839,-0.016102,0.017305
-0.017314,-0.016194,0.012383
-0.015752,-0.014946,0.011206
-0.014143,-0.012973,0.012171
-0.013035,-0.010988,0.010885
-0.012791,0.01124,-0.017175
-0.0133,0.015323,-0.025911
-0.01395,0.01756,-0.033037
-0.013891,0.017683,-0.03775
-0.012514,0.015921,-0.039602
0.014807,0.01289,-0.038563
0.020273,0.011266,-0.035082
0.025701,0.011788,-0.029986
0.03061,0.011011,-0.024174
0.034608,-0.012656,-0.018161
0.037406,-0.018369,-0.011797
0.038857,-0.023346,0.014011
0.03897,-0.027225,0.023837
0.03787,-0.029767,0.032164
0.035652,-0.030965,0.037869
0.032203,-0.030995,0.040667
0.02722,-0.030109,0.041039
0.02058,-0.028574,0.039628
0.012692,-0.026647,0.036609
-0.014783,-0.024532,0.031547
-0.01876,-0.022342,0.023771
-0.021923,-0.020114,0.013081
-0.024492,-0.017811,-0.013039
-0.026582,-0.015286,-0.024857
-0.02822,-0.012225,-0.033611
-0.029358,0.013894,-0.038555
-0.029889,0.024177,-0.03976
-0.029698,0.034883,-0.037841
-0.028753,0.045012,-0.033647
-0.027142,0.053439,-0.02803
-0.024988,0.059167,-0.021725
-0.022338,0.061603,-0.015267
-0.019152,0.060693,0.011411
-0.015395,0.056848,0.013912
-0.011173,0.050702,0.015214
0.010788,0.042868,0.015795
0.016528,0.033871,0.016261
0.023996,0.024149,0.017071
0.032461,0.014009,0.018402
0.040502,-0.017264,0.020113
0.046538,-0.027049,0.021729
0.049382,-0.035697,0.02251
0.048516,-0.042675,0.021676
0.044078,-0.047543,0.018673
0.036671,-0.049867,0.013339
0.027146,-0.049196,-0.011074
0.01644,-0.045283,-0.0184
-0.014227,-0.038368,-0.023662
-0.022382,-0.029248,-0.026553
-0.029821,-0.019146,-0.027177
-0.037066,0.01149,-0.025623
-0.044202,0.012034,-0.021662
-0.050634,0.011257,-0.014985
-0.05526,0.012596,0.016587
-0.057067,0.014675,0.025622
-0.055669,0.015749,0.030292
-0.051367,0.015908,0.02919
-0.044845,0.015131,0.02236
-0.036761,0.013191,0.011402
-0.027487,-0.016045,-0.012443
-0.017172,-0.022336,-0.021117
0.018407,-0.027207,-0.026663
0.03083,-0.030103,-0.02955
0.042847,-0.030544,-0.030592
0.053702,-0.028336,-0.030458
0.062198,-0.023759,-0.029416
0.066884,-0.017464,-0.02728
0.066545,-0.010216,-0.023556
0.060787,0.011619,-0.017723
0.050312,0.01768,0.011636
0.036555,0.022394,0.022854
0.020996,0.025178,0.033037
-0.012475,0.025684,0.041164
-0.029973,0.024076,0.046312
-0.047199,0.02099,0.047667
-0.062524,0.017232,0.0446
-0.073734,0.013383,0.036796
-0.078899,-0.015489,0.02447
-0.077152,-0.021887,-0.026437
-0.068783,-0.0276,-0.040734
-0.054865,-0.031722,-0.050058
-0.036811,-0.033554,-0.053193
-0.016117,-0.032834,-0.049919
0.026571,-0.029763,-0.041048
0.045069,-0.024839,-0.028293
0.059697,-0.018549,-0.013894
0.069524,-0.011142,0.011244
0.074122,0.017013,0.019257
0.073548,0.027078,0.023971
0.068274,0.036121,0.026231
0.059068,0.043323,0.02716
0.046918,0.048007,0.027579
0.033055,0.04961,0.02768
0.018934,0.047763,0.027065
-0.012747,0.042413,0.02513
-0.018598,0.033811,0.021426
-0.022824,0.022442,0.015707
-0.025769,-0.020709,-0.012616
-0.027506,-0.034544,-0.023149
-0.028106,-0.046198,-0.031615
-0.027847,-0.054998,-0.036487
-0.027229,-0.060586,-0.037073
-0.026782,-0.062755,-0.033522
-0.026831,-0.061541,-0.026449
-0.027393,-0.057363,-0.016502
-0.028166,-0.050915,0.010364
-0.028601,-0.042835,0.026364
-0.02809,-0.033363,0.042787
-0.026278,-0.022322,0.057984
-0.023263,0.018778,0.070153
-0.019453,0.032078,0.077893
-0.015307,0.042975,0.080574
-0.01119,0.050316,0.078269
0.010632,0.053393,0.0712
0.014399,0.052083,0.05926
0.018752,0.046825,0.042171
0.023335,0.038555,0.020026
0.027881,0.028662,-0.034396
0.031984,0.018943,-0.061796
0.034898,0.011453,-0.085448
0.035746,0.016872,-0.102824
0.03394,0.027423,-0.112183
0.02945,0.039461,-0.112717
0.022814,0.050541,-0.104506
0.014886,0.058287,-0.088382
-0.013302,0.060634,-0.065864
-0.01592,0.056055,-0.039267
-0.015527,0.043854,-0.011705
-0.011875,0.024426,0.013303
0.011557,-0.028549,0.032583
0.019262,-0.05574,0.044195
0.025353,-0.078164,0.047988
0.029639,-0.091984,0.045441
0.032161,-0.094275,0.038899
0.032886,-0.083759,0.030546
0.031606,-0.061367,0.021674
0.027902,-0.030385,0.012726
0.021101,0.035403,-0.01204
0.010418,0.058183,-0.017475
-0.023195,0.068067,-0.020707
-0.043857,0.063292,-0.021893
-0.064031,0.04464,-0.021306
-0.081286,0.014985,-0.019058
-0.094031,-0.021536,-0.015064
-0.101688,-0.060278,0.014599
-0.104394,-0.096514,0.022157
-0.102474,-0.125702,0.027643
-0.096006,-0.143832,0.029869
-0.084713,-0.147918,0.028193
-0.0682,-0.136545,0.023056
-0.046454,-0.110331,0.016086
-0.020282,-0.072059,0.010099
0.038145,-0.026385,0.01574
0.066147,0.020986,0.020887
0.09116,0.064481,0.023616
0.112232,0.099901,0.02234
0.128676,0.125179,0.016378
0.139855,0.1402,-0.02076
0.145037,0.146076,-0.033543
0.143305,0.144382,-0.043624
0.133675,0.136635,-0.050045
0.11559,0.124148,-0.05243
0.089516,0.10804,-0.0508
0.057271,0.089251,-0.045388
0.02192,0.068578,-0.036612
-0.012897,0.046819,-0.025249
-0.043828,0.024896,-0.012483
-0.068516,-0.015479,0.012885
-0.086033,-0.032445,0.024998
-0.09691,-0.04711,0.03786
-0.102722,-0.060203,0.05271
-0.105251,-0.072991,0.069942
-0.105748,-0.086801,0.088205
-0.104761,-0.102377,0.104205
-0.010602,-0.010335,0.012712
-0.01067,-0.014517,0.014023
0.010509,-0.018208,0.013794
0.011571,-0.020852,0.012314
0.012377,-0.022063,0.011899
0.012793,-0.021736,0.016004
0.012545,-0.020039,0.018898
0.011387,-0.017316,0.019945
-0.010928,-0.013957,0.01882
-0.012199,-0.010302,0.015625
-0.012741,0.010304,0.010859
-0.012285,0.01253,-0.011211
-0.0107,0.013705,-0.015588
0.013139,0.01368,-0.018828
0.015971,0.012612,-0.020334
0.017734,0.01089,-0.01963
0.018494,-0.010675,-0.016675
0.018354,-0.012064,-0.012004
0.017375,-0.01267,0.010254
0.015551,-0.011906,0.01214
0.012883,0.010179,0.013267
-0.01068,0.012619,0.013195
-0.011325,0.014914,0.011631
-0.011234,0.016517,-0.010822
-0.010229,0.017106,-0.014358
0.01266,0.016701,-0.017502
0.019817,0.015596,-0.019031
0.025953,0.014118,-0.018126
0.030056,0.012394,-0.014653
0.031603,0.010299,0.010788
0.030717,-0.011978,0.011266
0.028015,-0.018142,0.01206
0.024262,-0.023957,0.01356
0.019978,-0.028783,0.015577
0.015205,-0.03201,0.017522
-0.01319,-0.033247,0.018685
-0.020958,-0.032434,0.018444
-0.027082,-0.029807,0.0164
-0.030641,-0.025778,0.012497
-0.031119,-0.020823,-0.010885
-0.028497,-0.01539,-0.013585
-0.023267,0.013485,-0.016284
-0.016347,0.018905,-0.017971
-0.011532,0.02285,-0.017897
-0.013054,0.024459,-0.015898
-0.01294,0.023365,-0.012451
-0.010676,0.019928,0.013339
0.011288,0.015017,0.018571
0.016816,-0.012402,0.022421
0.021241,-0.014908,0.023756
0.023957,-0.016185,0.022109
0.024633,-0.016089,0.017867
0.023482,-0.01476,0.011997
0.021116,-0.012598,-0.013273
0.018185,-0.010087,-0.018949
0.015101,0.013792,-0.023411
0.011982,0.017176,-0.025529
0.010083,0.01903,-0.024427
-0.01252,0.019215,-0.02005
-0.018499,0.017901,-0.013249
-0.024949,0.015298,0.013025
-0.031532,0.011472,0.016703
-0.037417,-0.011268,0.01969
-0.041334,-0.015993,0.022197
-0.042028,-0.019363,0.024056
-0.03886,-0.021353,0.02481
-0.032149,-0.022158,0.024036
-0.023094,-0.02207,0.021679
-0.013225,-0.021333,0.018129
0.011167,-0.020015,0.014061
0.016581,-0.018004,0.010093
0.02085,-0.015185,-0.013775
0.024192,-0.011637,-0.016899
0.02672,0.012252,-0.017869
0.028346,0.01508,-0.016479
0.028784,0.017318,-0.013316
0.027773,0.018383,0.011908
0.025322,0.017855,0.015127
0.021786,0.015753,0.016765
0.01775,0.012579,0.016118
0.013809,-0.010901,0.012722
0.010417,-0.014377,-0.010294
0.01057,-0.017528,-0.018084
0.013395,-0.019971,-0.023522
0.016016,-0.02137,-0.025895
0.018042,-0.021526,-0.025165
0.019331,-0.020359,-0.021781
0.019908,-0.017842,-0.016485
0.019849,-0.013983,-0.010093
0.01917,0.014853,0.011073
0.01775,0.018938,0.018577
0.015315,0.021875,0.025904
0.01153,0.023738,0.032015
-0.013107,0.024495,0.035575
-0.017317,0.023983,0.035543
-0.019483,0.022019,0.031665
-0.020077,0.018603,0.024633
-0.02005,0.014047,0.015795
-0.020452,-0.010211,-0.012046
-0.022129,-0.010977,-0.014564
-0.025509,-0.010911,-0.01604
-0.030443,-0.010019,-0.017423
-0.036183,0.011392,-0.019516
-0.041617,0.01704,-0.022609
-0.045607,0.021449,-0.026351
-0.047279,0.023228,-0.02986
-0.046188,0.021603,-0.032015
-0.042351,0.016681,-0.031771
-0.03623,-0.017695,-0.028401
-0.028701,-0.02679,-0.02177
-0.020883,-0.035486,-0.012635
-0.013761,-0.043088,0.012152
0.011609,-0.048623,0.015092
0.01743,-0.051192,0.015612
0.023651,-0.050293,0.014785
0.03002,-0.045964,0.013225
0.036258,-0.038689,0.010797
0.042065,-0.029171,-0.014002
0.047118,-0.018107,-0.020846
0.051078,0.019788,-0.02548
0.053663,0.032638,-0.027366
0.054763,0.044204,-0.026678
0.054526,0.053089,-0.023977
0.053278,0.057952,-0.019776
0.051329,0.058015,-0.014265
0.048748,0.053407,0.019053
0.045277,0.045084,0.026965
0.040506,0.034459,0.032438
0.034159,0.022933,0.034694
0.026297,0.011542,0.033636
0.017359,-0.017369,0.029772
-0.017647,-0.024367,0.023928
-0.024763,-0.029456,0.016951
-0.030905,-0.032412,-0.010526
-0.035629,-0.033292,-0.010898
-0.038392,-0.032397,0.011219
-0.038884,-0.030085,0.018493
-0.037351,-0.026627,0.024544
-0.034689,-0.022308,0.027204
-0.032215,-0.017532,0.024917
-0.031148,-0.012727,0.017703
-0.032103,0.01363,-0.01049
-0.034931,0.016807,-0.013573
-0.0389,0.018672,-0.012267
-0.043116,0.018825,0.010314
-0.046841,0.016961,0.01367
-0.049489,0.013,0.018658
-0.050502,-0.013607,0.023405
-0.049361,-0.019397,0.025498
-0.045687,-0.023926,0.02382
-0.039303,-0.026965,0.019623
-0.03024,-0.028272,0.015555
-0.018755,-0.027619,0.013654
0.022607,-0.024846,0.013815
0.034453,-0.019851,0.013702
0.043252,-0.012587,0.010442
0.048432,0.020168,-0.022174
0.050075,0.032003,-0.033915
0.048943,0.042246,-0.042275
0.04638,0.049821,-0.046342
0.043968,0.054036,-0.046067
0.042983,0.054611,-0.041862
0.043786,0.05171,-0.034357
0.045594,0.045936,-0.024451
0.04696,0.038236,-0.013326
0.0466,0.029645,0.017433
0.044064,0.02092,0.025044
0.039954,0.012311,0.030103
0.03556,-0.013218,0.030938
0.032191,-0.020573,0.026043
0.030551,-0.026125,0.01518
0.030329,-0.029371,-0.017664
0.030168,-0.030432,-0.034472
0.0281,-0.030038,-0.048835
0.022405,-0.029131,-0.059598
0.012461,-0.028357,-0.065785
-0.015853,-0.027796,-0.066417
-0.029964,-0.027026,-0.06071
-0.041389,-0.025519,-0.048503
-0.049132,-0.023044,-0.030617
-0.053123,-0.019772,0.01391
-0.053924,-0.016151,0.034778
-0.052312,-0.012691,0.05081
-0.048949,0.010821,0.060008
-0.044305,0.01336,0.061749
-0.038861,0.015356,0.056836
-0.033319,0.01727,0.047166
-0.028496,0.019753,0.035115
-0.024975,0.023315,0.02282
-0.022732,0.027976,0.011611
-0.021033,0.033068,-0.013953
-0.018794,0.037342,-0.019653
-0.015151,0.039457,-0.022946
0.01172,0.038554,-0.023227
0.013838,0.034562,-0.020616
0.015338,0.028152,-0.015927
0.017155,0.020365,-0.010255
0.019725,0.012231,0.012159
0.022721,-0.010895,0.01365
0.025387,-0.012593,0.013232
-0.010637,0.010104,-0.010871
-0.012772,0.010285,-0.011894
-0.013655,-0.010702,-0.010832
-0.012904,-0.010632,0.010574
-0.010584,0.011048,0.011437
0.010989,0.011552,0.010878
0.011066,0.01072,-0.01046
0.010372,0.010065,-0.010769
-0.011762,0.01307,-0.010197
-0.013423,0.014811,-0.011582
-0.012897,0.014775,-0.010722
-0.010211,0.012798,-0.010552
-0.010566,0.010745,-0.014494
-0.010395,0.010776,-0.015533
0.010603,0.010024,-0.013261
0.013084,-0.010166,0.012156
0.013687,-0.010724,0.013265
0.012641,0.011126,0.013007
0.010592,0.01116,0.011716
-0.011763,0.010112,0.010623
-0.013663,-0.012329,0.010888
-0.013768,-0.013597,-0.010717
-0.011821,-0.012836,-0.010461
0.011536,-0.010097,-0.011038
0.011899,0.010866,-0.01502
0.010488,0.013676,-0.016156
-0.010485,0.01453,-0.01329
-0.010251,0.013121,0.010064
0.010342,-0.010894,0.015019
0.011007,-0.010968,0.01572
0.010461,0.011437,0.012527
-0.01209,0.011441,-0.011136
-0.013446,-0.012348,-0.010308
-0.013164,-0.014786,0.015177
-0.011008,-0.015142,0.019075
0.012449,-0.013162,0.020173
0.015863,-0.010365,0.017737
0.017557,-0.010896,0.011964
0.016858,-0.010398,-0.01202
0.013431,-0.011037,-0.013009
-0.012771,-0.010298,-0.012593
-0.016283,0.010072,-0.011122
-0.017374,0.010514,-0.010135
-0.016522,0.010177,0.010761
-0.01439,0.010961,0.011583
-0.011478,0.010372,0.010731
0.01171,-0.01235,-0.011758
0.013106,-0.01446,-0.010166
0.012474,-0.014479,-0.011286
-0.010269,-0.012875,-0.010099
-0.011928,-0.010486,0.01314
-0.011331,0.011172,0.018151
-0.010359,0.012113,0.020739
-0.011034,0.011022,0.019383
0.010091,-0.010649,0.013618
-0.010377,-0.012044,-0.015241
-0.010699,-0.01262,-0.020728
-0.013489,-0.011853,-0.021441
-0.016457,-0.010991,-0.018029
-0.016995,-0.012335,-0.012603
-0.014586,-0.012147,0.013222
0.010297,0.015615,0.013954
0.01215,0.018072,0.011323
0.012351,0.016622,-0.010818
0.010928,0.011938,-0.01172
-0.011067,-0.010186,-0.012073
-0.010341,-0.011703,-0.011399
0.011428,-0.011159,0.013464
0.012364,0.010008,0.018342
0.012109,0.0105,0.020527
0.010086,0.011645,0.019759
-0.010679,0.013288,0.016527
-0.014858,0.011889,0.011608
-0.017353,-0.01027,-0.012285
-0.017964,-0.011194,-0.016027
-0.016608,-0.010636,-0.017828
-0.013334,0.013821,-0.017708
0.012072,0.015687,-0.01585
0.013147,0.01543,-0.0125
0.011817,0.013509,0.010611
0.012001,0.0105,0.013071
0.013508,-0.010217,0.01438
0.012235,-0.010893,0.014323
-0.012738,0.01257,0.012431
-0.016286,0.013681,-0.01049
-0.016736,0.013383,-0.01039
-0.014649,0.011862,-0.010137
-0.010983,-0.010038,-0.01146
0.011874,-0.010951,-0.010866
0.013395,-0.011066,0.012215
0.012572,-0.011651,0.012574
0.010105,-0.011849,0.010347
-0.011134,-0.010113,0.012599
-0.013416,-0.013657,0.014138
-0.012583,-0.016581,0.012582
-0.01233,-0.017339,-0.014093
-0.015774,-0.016397,-0.017582
-0.016478,-0.014324,-0.019024
-0.013941,-0.011366,-0.017559
0.011416,0.013434,-0.012772
0.011575,0.018918,0.0118
0.010202,0.021238,0.017837
0.010223,0.02052,0.020694
0.011067,0.017978,0.020135
0.01247,0.014924,0.016655
0.010934,0.011946,0.011419
0.010505,-0.010883,-0.012717
0.015165,-0.016834,-0.013429
0.017693,-0.021121,-0.010865
0.0171,-0.023201,0.010934
0.013426,-0.022935,-0.011246
-0.010047,-0.020092,-0.011194
-0.010642,-0.014521,-0.010312
0.010635,0.016083,-0.017471
0.011738,0.020622,-0.020649
0.011107,0.023254,-0.018532
-0.012566,0.022579,-0.011976
-0.013937,0.017795,0.011125
-0.014057,0.010467,0.015115
-0.013366,-0.010636,0.016712
-0.011913,-0.014585,0.015982
0.012315,-0.016879,0.013082
0.014113,-0.01699,-0.011697
0.014207,-0.014815,-0.016179
0.012437,-0.010789,-0.017397
-0.011709,0.0106,-0.01494
-0.012795,0.012611,0.01152
-0.012083,0.014683,0.015241
0.010856,0.015424,0.015923
0.010679,0.013228,0.013628
-0.012157,-0.010218,-0.012835
-0.017834,-0.012189,-0.01532
-0.022251,-0.012644,-0.015417
-0.025085,-0.01203,-0.012629
-0.025957,-0.010361,0.01108
-0.024254,0.013793,0.012871
-0.019506,0.017318,0.012436
-0.011908,0.018139,0.0107
0.01657,0.015438,-0.012743
0.023609,-0.013178,-0.013769
0.027834,-0.014837,-0.010056
0.028643,-0.015064,0.010401
0.026026,-0.014413,0.013192
0.02086,-0.013528,0.013427
0.014596,-0.012727,0.01167
-0.012225,-0.011665,-0.013955
-0.013959,0.014195,-0.017672
-0.014054,0.01907,-0.019023
-0.012703,0.022841,-0.017405
-0.010492,0.023649,-0.012591
0.012562,0.020557,0.012175
0.018099,0.01481,0.017974
0.0204,-0.012097,0.020109
0.019228,-0.019802,0.018797
0.015178,-0.024588,0.015338
-0.012503,-0.025074,0.010913
-0.018137,-0.021762,-0.013133
-0.021452,-0.015789,-0.016224
-0.021575,0.011038,-0.015517
-0.017972,0.012876,-0.011557
-0.010845,0.014334,0.010115
0.018058,0.015625,0.011479
0.024564,0.015396,-0.012888
0.027431,0.012261,-0.014581
0.026493,-0.012386,-0.014982
0.022435,-0.014698,-0.013408
0.016227,-0.01494,0.018541
-0.010689,-0.013127,0.02432
-0.020659,-0.010503,0.025681
-0.02824,0.011299,0.023555
-0.031222,0.018035,0.019435
-0.028744,0.022417,0.014072
-0.021623,0.023176,-0.011763
-0.011868,0.019981,-0.020936
0.011915,0.013699,-0.026868
0.013711,0.010181,-0.027749
0.01236,0.013277,-0.023093
0.010213,0.013167,-0.01398
0.012785,-0.013649,0.01433
0.012699,-0.016558,0.016262
-0.012091,-0.015224,0.013512
-0.013062,-0.010922,0.012102
-0.01239,0.010526,0.017002
-0.010919,0.010931,0.018361
0.010726,0.01014,0.015278
0.011108,-0.010586,-0.012113
-0.012316,-0.012542,-0.014829
-0.012348,-0.011884,-0.015305
0.014666,-0.012153,-0.01379
0.018562,-0.010855,-0.010416
0.019175,0.012901,-0.012592
0.016433,0.017067,-0.011945
0.011105,0.01835,0.01115
-0.011378,0.016757,0.014951
-0.018599,0.013067,0.016228
-0.023636,-0.013528,0.014772
-0.024951,-0.015186,0.010844
-0.021817,-0.013929,-0.012281
-0.01468,-0.011178,-0.01416
0.014493,0.014711,-0.014082
0.010695,0.010626,0.011899
0.011077,0.011436,0.012116
0.010701,0.010156,0.010896
-0.013194,-0.010294,-0.010452
-0.015924,-0.01341,-0.013628
-0.017192,-0.015761,-0.01471
-0.016785,-0.016646,-0.013499
-0.014833,-0.015512,-0.010609
-0.011737,-0.012292,-0.011607
0.010152,0.013359,-0.011874
0.012937,0.017212,-0.010192
0.014935,0.020371,-0.012354
0.015644,0.022704,-0.014993
0.014794,0.023975,-0.015865
0.012576,0.023863,-0.014478
-0.011814,0.022017,-0.010743
-0.013508,0.018153,0.012467
-0.014381,0.012226,0.015665
-0.014187,-0.013068,0.016901
-0.012831,-0.021084,0.016204
-0.010321,-0.027306,0.013789
0.010216,-0.030993,0.010081
0.013259,-0.031705,-0.010157
0.015485,-0.029434,-0.010501
0.016717,-0.024644,-0.011354
0.016744,-0.018134,-0.010662
0.015517,-0.010817,0.011184
0.013229,0.01305,0.011704
0.010118,0.016397,0.010968
-0.014895,0.01872,-0.011681
-0.019261,0.019923,-0.014817
-0.022151,0.019762,-0.01613
-0.023345,0.018025,-0.01534
-0.02275,0.014714,-0.01252
-0.020304,0.010062,0.01163
-0.016017,-0.013079,0.012341
-0.010157,-0.017318,0.011223
0.015072,-0.019883,0.012787
0.018981,-0.020398,0.014205
0.021646,-0.018666,0.013399
0.023133,-0.014756,0.010755
0.023425,0.010254,-0.010576
0.022376,0.015264,-0.010091
0.019781,0.019144,0.010271
0.015514,0.021876,0.012722
-0.010926,0.02335,0.013408
-0.016392,0.023392,0.011847
-0.019979,0.021868,-0.010299
-0.021243,0.018772,-0.010403
-0.020115,0.014247,-0.010097
-0.016936,-0.013915,0.010518
-0.012366,-0.01673,0.010759
0.01019,-0.018153,-0.01012
0.011382,-0.018527,-0.011821
0.011374,-0.018182,-0.01233
0.010412,-0.017255,-0.011516
-0.010583,-0.015708,-0.011081
-0.013338,-0.01346,-0.011696
-0.015101,-0.010527,-0.010465
-0.015579,-0.011703,0.01079
-0.0149,-0.012792,0.0109
-0.013541,-0.011959,-0.013434
-0.012059,0.010164,-0.016822
-0.010797,0.013883,-0.017935
0.013649,0.016606,-0.016585
0.017767,0.018475,-0.013258
0.020354,0.019575,0.010252
0.021173,0.019752,0.016371
0.020286,0.018654,0.020442
0.017887,0.01593,0.021373
0.014245,0.011432,0.019027
-0.010647,-0.016604,0.014475
-0.011443,-0.022192,-0.011447
-0.010834,-0.025424,-0.011315
0.01122,-0.02586,-0.014893
0.011702,-0.023622,-0.020558
0.010115,-0.019404,-0.023593
-0.010588,-0.014269,-0.021976
-0.014595,0.010864,-0.015562
-0.016551,0.011727,0.010773
-0.016397,0.011289,0.010279
-0.014462,-0.012904,0.011441
-0.011329,-0.015099,0.013361
0.011272,-0.015646,0.017112
0.011742,-0.014668,0.021301
0.010917,-0.012589,0.022542
-0.010601,-0.010419,0.017465
-0.010028,-0.010592,-0.011821
0.011768,-0.010302,-0.028173
0.013142,0.010957,-0.03868
0.013738,0.014333,-0.040369
0.013236,0.015238,-0.033753
0.011271,0.013763,-0.022218
-0.012681,0.010792,-0.010274
-0.014865,-0.010316,0.010121
-0.014881,-0.010196,0.014322
-0.012957,0.011374,0.01621
0.010498,0.013196,0.014256
0.010868,0.013718,-0.017014
0.010563,0.013078,-0.021732
-0.010646,0.011477,-0.018911
-0.010315,-0.011199,0.023324
0.010573,-0.010849,0.030314
0.010262,-0.010396,0.027108
-0.010531,-0.010394,0.016104
-0.011314,0.010665,-0.012127
-0.011424,0.012981,-0.012302
-0.0106,0.013874,-0.011516
0.012633,0.013445,-0.013172
0.016279,0.011968,-0.018273
0.018656,-0.010837,-0.024616
0.018814,-0.01217,-0.028255
0.016429,-0.012443,-0.025958
0.01199,-0.01186,-0.017107
-0.010286,-0.010611,0.018032
-0.011154,0.010418,0.021524
-0.011311,0.010251,0.01976
-0.010332,-0.013748,0.015285
-0.010668,-0.017523,0.011637
-0.011846,-0.019498,0.011699
-0.012,-0.01932,0.016229
-0.011285,-0.017081,0.023394
-0.010026,-0.013192,0.029505
0.011986,0.012011,0.030841
0.013152,0.014351,0.025531
0.012439,0.014908,0.014364
0.010364,0.01393,-0.013353
-0.011236,0.011951,-0.024427
-0.011622,-0.012,-0.03264
-0.01075,-0.013277,-0.038729
-0.010036,-0.013218,-0.042849
-0.011451,-0.01166,-0.043476
-0.011576,0.012121,-0.038029
-0.010287,0.012561,-0.024721
-0.010755,0.011354,0.017898
-0.01163,-0.013079,0.035975
-0.010986,-0.015277,0.04399
0.010077,-0.015869,0.040323
0.012146,-0.014573,0.02849
0.012005,-0.011557,0.01471
-0.012747,0.010063,-0.011471
-0.01554,0.010357,-0.017359
-0.015917,-0.01093,-0.021688
-0.012515,-0.01051,-0.021454
0.013383,0.010815,-0.015491
0.020844,0.011671,0.011615
0.025511,0.011583,0.013106
0.027162,0.010495,0.010426
0.025988,-0.011614,0.01622
0.022425,-0.012275,0.017755
0.01718,-0.011612,0.015072
0.011122,-0.010613,0.010016
-0.011984,-0.010261,-0.016504
-0.015126,-0.01005,-0.025581
-0.015832,-0.011597,-0.032481
-0.013829,-0.012763,-0.033174
0.012242,-0.013227,-0.025726
0.01692,-0.012975,-0.011941
0.017698,-0.012057,0.01688
0.014353,-0.010304,0.025224
-0.017138,0.010704,0.029332
-0.022112,0.011201,0.03094
-0.022993,0.011117,0.030969
-0.019423,0.010371,0.028957
-0.012726,-0.010092,0.023764
-0.010129,-0.011874,0.014843
-0.015572,-0.012826,-0.020506
-0.019664,-0.012735,-0.028319
-0.021002,-0.011582,-0.032424
-0.018516,0.010769,-0.033356
-0.012222,0.011297,-0.032099
0.014448,0.010667,-0.029345
0.020239,0.012835,-0.025058
0.02285,0.016137,-0.018652
0.022116,0.016881,0.015004
0.018788,0.014363,0.027752
0.014695,-0.010694,0.038428
0.011973,-0.014543,0.045217
0.011908,-0.018451,0.046342
0.014255,-0.021313,0.040442
0.017468,-0.021485,0.0274
0.019829,-0.017839,-0.024561
0.020391,-0.010571,-0.032313
0.018865,0.012852,-0.032589
0.015177,0.014376,-0.027581
-0.012161,0.012275,-0.02016
-0.014822,0.012154,-0.012158
-0.018171,0.01352,0.010457
-0.022883,0.012198,0.014688
-0.028528,-0.013248,0.014994
-0.033804,-0.014765,0.011486
-0.037008,-0.01383,0.013034
-0.036587,-0.011559,0.017576
