HLE,HLN,HLZ
0.046636,-0.019691,0.021941
0.031929,-0.042244,0.033109
0.014443,-0.065806,0.042163
-0.024841,-0.089049,0.048175
-0.044529,-0.110394,0.049932
-0.063031,-0.128545,0.046408
-0.079721,-0.142821,0.03728
-0.094321,-0.153183,0.023185
-0.106849,-0.16007,-0.013892
-0.117318,-0.16413,-0.033332
-0.125473,-0.165937,-0.051259
-0.130822,-0.165764,-0.066452
-0.132896,-0.163571,-0.078016
-0.131521,-0.159296,-0.085445
-0.126976,-0.153157,-0.088694
-0.119941,-0.145659,-0.088205
-0.111305,-0.137342,-0.084874
-0.101917,-0.128376,-0.080016
-0.09229,-0.118269,-0.075313
-0.082311,-0.105894,-0.072728
-0.071165,-0.089847,-0.074266
-0.057629,-0.069034,-0.081496
-0.040517,-0.043171,-0.094999
-0.019022,-0.012942,-0.114025
0.037254,0.020125,-0.136568
0.07035,0.053894,-0.160005
0.104672,0.085845,-0.181858
0.138381,0.113262,-0.200239
0.169893,0.133486,-0.213878
0.198088,0.14436,-0.221819
0.222152,0.144708,-0.223137
0.241268,0.134624,-0.216963
0.254448,0.115433,-0.202741
0.260545,0.089262,-0.180514
0.258438,0.058478,-0.151121
0.247366,0.025282,-0.116218
0.227322,-0.040836,-0.078142
0.19929,-0.070229,-0.03966
0.165082,-0.095075,0.027196
0.126847,-0.114453,0.050668
0.086453,-0.1283,0.065186
0.045148,-0.137369,0.069962
-0.036669,-0.142833,0.06516
-0.075078,-0.145809,0.051983
-0.110067,-0.147056,0.032573
-0.140351,-0.146863,-0.013433
-0.164978,-0.145082,-0.034101
-0.183443,-0.141268,-0.049995
-0.195765,-0.134936,-0.059685
-0.202571,-0.125819,-0.062548
-0.204954,-0.114008,-0.058584
-0.203963,-0.099888,-0.048159
-0.200117,-0.083853,-0.031873
-0.193385,-0.06605,-0.010681
-0.183497,-0.04639,0.013864
0.010451,-0.01131,-0.012267
0.010475,-0.014222,-0.017964
0.010136,-0.017746,-0.025161
0.010436,-0.021797,-0.033702
0.012239,-0.026127,-0.043364
0.014875,-0.030487,-0.053854
0.01812,-0.034727,-0.064892
0.021631,-0.038793,-0.076326
0.025104,-0.042615,-0.088238
0.028342,-0.046015,-0.101002
0.031116,-0.048694,-0.115238
0.032981,-0.050266,-0.131608
0.033269,-0.050285,-0.150425
0.031247,-0.048266,-0.171228
0.026378,-0.043739,-0.192553
0.018474,-0.036344,-0.211971
-0.022162,-0.02596,-0.22648
-0.040536,-0.012801,-0.233074
-0.060646,0.019464,-0.229329
-0.081829,0.037065,-0.213857
-0.103403,0.054784,-0.186498
-0.124742,0.072153,-0.148198
-0.145097,0.088739,-0.10055
-0.16333,0.104005,-0.045095
-0.17782,0.117158,0.0174
-0.186563,0.127021,0.087272
-0.187463,0.132056,0.165478
-0.178642,0.13064,0.252534
-0.158701,0.121481,0.347222
-0.126952,0.103995,0.445643
-0.083653,0.078529,0.54107
-0.030176,0.046346,0.62441
0.031047,-0.029161,0.68512
0.096786,-0.066454,0.712553
0.16345,-0.099139,0.697779
0.227492,-0.124517,0.635439
0.285586,-0.140667,0.525115
0.334586,-0.146588,0.371982
0.371435,-0.142406,0.186504
0.393306,-0.129587,-0.016724
0.398207,-0.1109,-0.220983
0.385623,-0.089826,-0.409962
0.356691,-0.069295,-0.570234
0.313702,-0.050642,-0.692515
0.259101,-0.033758,-0.770661
0.194956,-0.018404,-0.799351
0.123674,-0.018761,-0.772049
0.049179,-0.038916,-0.681208
-0.022722,-0.056428,-0.522061
-0.085576,-0.06313,-0.297827
-0.135111,-0.054344,-0.023314
-0.171319,-0.028607,0.275346
-0.19762,0.014576,0.565918
-0.218269,0.076189,0.816633
-0.236051,0.156658,1.000335
-0.251987,0.252177,1.095702
-0.267532,0.352237,1.08685
-0.286214,0.441747,0.964949
-0.311949,0.505423,0.733903
-0.345872,0.531156,0.415325
-0.384467,0.511122,0.047027
-0.420126,0.440872,-0.324848
-0.444035,0.319181,-0.657389
-0.448687,0.150412,-0.919308
-0.428007,-0.053404,-1.090838
-0.376937,-0.273916,-1.159464
-0.292604,-0.489867,-1.117086
-0.176203,-0.680228,-0.960542
-0.033928,-0.825701,-0.695341
0.123534,-0.908682,-0.33954
0.282711,-0.914516,0.075008
0.428591,-0.83598,0.503822
0.544688,-0.677405,0.893218
0.614433,-0.454399,1.186711
0.625879,-0.190231,1.335208
0.576333,0.088753,1.308162
0.472905,0.356159,1.10196
0.329393,0.586229,0.743129
0.161643,0.755557,0.283987
-0.014912,0.848444,-0.20774
-0.183554,0.861983,-0.663764
-0.324947,0.80586,-1.030624
-0.42043,0.696894,-1.280847
-0.457033,0.550697,-1.41543
-0.430107,0.376373,-1.453756
-0.343076,0.179073,-1.41621
-0.205307,-0.033129,-1.307261
-0.030475,-0.243416,-1.1088
0.163373,-0.42554,-0.791717
0.354476,-0.55056,-0.338883
0.520876,-0.596795,0.231526
0.644181,-0.557709,0.856199
0.710919,-0.44411,1.44099
0.713309,-0.278786,1.888952
0.651326,-0.088217,2.128261
0.534101,0.103729,2.128404
0.37789,0.278607,1.897764
0.201059,0.422561,1.472429
0.018143,0.523928,0.906018
-0.162981,0.571367,0.262545
-0.337958,0.553869,-0.389474
-0.501071,0.463634,-0.984211
-0.642918,0.300892,-1.467646
-0.749943,0.078298,-1.804255
-0.805127,-0.179764,-1.976912
-0.792457,-0.445659,-1.983023
-0.706678,-0.696987,-1.830353
-0.561114,-0.916969,-1.533141
-0.385266,-1.088431,-1.108534
-0.21291,-1.187314,-0.575221
-0.066142,-1.184591,0.042918
0.051721,-1.061075,0.707939
0.145911,-0.821924,1.357488
0.217041,-0.496735,1.905284
0.259967,-0.127868,2.262356
0.270596,0.245112,2.36617
0.251434,0.594112,2.200322
0.210312,0.898126,1.795888
0.152182,1.136026,1.212536
0.075335,1.287105,0.51804
-0.019487,1.336786,-0.217921
-0.118623,1.281282,-0.92264
-0.196836,1.127673,-1.523814
-0.227312,0.889161,-1.961147
-0.19268,0.582101,-2.202692
-0.090492,0.229415,-2.252134
0.069701,-0.136464,-2.135765
0.27053,-0.478295,-1.88099
0.486549,-0.762127,-1.502497
0.684705,-0.962165,-1.003869
0.831664,-1.060565,-0.395877
0.903809,-1.044167,0.283971
0.892943,-0.906474,0.966592
0.804173,-0.659049,1.562351
0.646318,-0.339046,1.984935
0.425366,0.313201,2.177784
0.149441,0.57328,2.132064
-0.162604,0.780725,1.888696
-0.479747,0.939132,1.518811
-0.767009,1.035698,1.091942
-0.999951,1.042513,0.646511
-1.17206,0.934126,0.182185
-1.284734,0.707613,-0.313155
-1.331366,0.389857,-0.826026
-1.290889,0.023803,-1.299748
-1.135927,-0.349589,-1.649177
-0.853748,-0.696951,-1.806065
-0.4633,-0.989447,-1.757475
-0.013056,-1.199983,-1.542654
0.434779,-1.305494,-1.220811
0.823552,-1.29428,-0.835424
1.115187,-1.170312,-0.402102
1.291354,-0.948413,0.066614
1.349126,-0.64841,0.531434
1.297408,-0.296246,0.925877
1.153725,0.07298,1.183037
0.93933,0.41805,1.272835
0.674357,0.701806,1.220877
0.3758,0.904814,1.088269
0.058812,1.031545,0.934491
-0.259489,1.1003,0.790744
-0.557486,1.126118,0.653093
-0.810614,1.108774,0.495876
-0.99409,1.0312,0.290877
-1.084801,0.870023,0.020448
-1.066291,0.610869,-0.314011
-0.939173,0.26066,-0.685087
-0.727868,-0.147209,-1.036807
-0.473902,-0.558134,-1.29317
-0.219949,-0.91077,-1.37976
0.197585,-1.157412,-1.255759
0.354652,-1.279366,-0.938543
0.474986,-1.286773,-0.501479
0.554837,-1.205517,-0.045794
0.596829,-1.058336,0.344078
0.609526,-0.853687,0.634121
0.599336,-0.59206,0.839154
0.56104,-0.279674,0.996112
0.476302,0.063183,1.129554
0.326078,0.403358,1.228421
0.106543,0.704905,1.248355
-0.163247,0.939061,1.134078
-0.443114,1.086533,0.851719
-0.681919,1.134939,0.414006
-0.833052,1.076357,-0.117325
-0.871082,0.90751,-0.651405
-0.800434,0.633555,-1.102935
-0.64847,0.273883,-1.41799
-0.450507,-0.132997,-1.572745
-0.236057,-0.529858,-1.560327
-0.021133,-0.850617,-1.38441
0.190963,-1.0368,-1.061619
0.403096,-1.055467,-0.627544
0.614766,-0.910465,-0.138032
0.813032,-0.63968,0.339694
0.968301,-0.301607,0.739493
1.039695,0.043415,1.006217
0.991967,0.349136,1.106151
0.811968,0.589754,1.039654
0.513544,0.757812,0.845875
0.010083,0.012288,-0.01044
0.011412,0.013719,-0.012787
0.012027,0.014242,-0.015125
0.011695,0.013958,-0.017286
0.010382,0.012934,-0.019166
-0.012088,0.011224,-0.020775
-0.016079,-0.010794,-0.022149
-0.019681,-0.012095,-0.023224
-0.0227,-0.012246,-0.023812
-0.02486,-0.011231,-0.023657
-0.025943,0.011093,-0.022577
-0.025912,0.013198,-0.020571
-0.024884,0.014139,-0.01782
-0.02303,0.013892,-0.014628
-0.020497,0.01249,-0.011329
-0.017385,0.010028,-0.01158
-0.013765,-0.011736,-0.013471
0.012056,-0.013523,-0.014294
0.014598,-0.01416,-0.013776
0.016749,-0.013791,-0.011932
0.018463,-0.012752,0.01367
0.019798,-0.011452,0.017656
0.020845,-0.010294,0.021092
0.02164,-0.010109,0.023435
0.022181,-0.010329,0.024319
0.022481,-0.010241,0.023574
0.022563,0.010483,0.021188
0.022395,0.015695,0.017302
0.021823,0.021189,0.012265
0.020587,0.026673,0.010037
0.018453,0.031677,0.013181
0.01536,0.035584,0.015158
0.011437,0.037803,0.015925
-0.013733,0.037941,0.015588
-0.019319,0.035847,0.014351
-0.024825,0.031566,0.012477
-0.029885,0.025293,0.010255
-0.034023,0.017383,0.011514
-0.036784,-0.01679,0.017193
-0.037874,-0.022972,0.023677
-0.03722,-0.027936,0.030081
-0.034955,-0.031726,0.035316
-0.031343,-0.034197,0.03836
-0.026687,-0.035091,0.038603
-0.021296,-0.03422,0.036023
-0.015447,-0.031541,0.031057
0.014511,-0.02717,0.024328
0.019875,-0.021405,0.016475
0.024832,-0.014697,-0.014802
0.029296,0.012919,-0.020165
0.033191,0.018772,-0.023935
0.03646,0.023921,-0.026051
0.039042,0.028327,-0.026649
0.040852,0.032058,-0.026085
0.041833,0.035177,-0.024859
0.041999,0.037619,-0.023497
0.041417,0.039252,-0.022431
0.040145,0.040001,-0.02192
0.038215,0.039889,-0.022036
0.035634,0.038978,-0.022711
0.032404,0.037255,-0.023845
0.028523,0.034564,-0.025401
0.023956,0.030657,-0.027397
0.018634,0.025306,-0.029805
0.012513,0.018376,-0.032389
-0.01722,-0.010347,-0.034619
-0.02466,-0.020907,-0.035769
-0.031525,-0.030889,-0.035119
-0.037516,-0.039737,-0.032144
-0.042339,-0.047019,-0.026624
-0.045747,-0.052431,-0.018634
-0.047584,-0.055789,0.015528
-0.047787,-0.056994,0.027696
-0.046347,-0.056006,0.03868
-0.043306,-0.052908,0.047551
-0.038818,-0.047985,0.053479
-0.033213,-0.041754,0.055839
-0.026951,-0.034886,0.054343
-0.02049,-0.028013,0.049163
-0.014129,-0.021551,0.040956
0.013352,-0.015651,0.03072
0.016973,-0.010222,0.019531
0.019623,0.013403,-0.013315
0.021385,0.020962,-0.023423
0.022582,0.028952,-0.033037
0.023733,0.037011,-0.041988
0.025349,0.044778,-0.049908
0.027635,0.05186,-0.056188
0.030351,0.057747,-0.060044
0.033021,0.061804,-0.060728
0.035214,0.06335,-0.057881
0.036604,0.061807,-0.051783
0.036893,0.056855,-0.043284
0.035787,0.048515,-0.033517
0.03308,0.037135,-0.023534
0.028787,0.023272,-0.014058
0.02316,-0.026882,0.01509
0.016489,-0.044107,0.021094
-0.017775,-0.060038,0.027498
-0.026999,-0.073542,0.034748
-0.035869,-0.083575,0.042947
-0.044205,-0.089366,0.051739
-0.051839,-0.090539,0.060369
-0.058517,-0.087152,0.067878
-0.063933,-0.079657,0.073347
-0.067836,-0.068796,0.076055
-0.070119,-0.055478,0.075603
-0.07083,-0.040685,0.071995
-0.070081,-0.025393,0.065636
-0.067942,-0.010511,0.057179
-0.064413,0.015038,0.047311
-0.059408,0.024747,0.036577
-0.052734,0.032314,0.025318
-0.044092,0.038112,0.01374
-0.033206,0.04268,-0.020871
-0.020004,0.04649,-0.031362
0.01195,0.049833,-0.040596
0.029323,0.052833,-0.048101
0.046534,0.055509,-0.05355
0.06263,0.057801,-0.056825
0.076519,0.059509,-0.058015
0.087224,0.060285,-0.057354
0.094169,0.059758,-0.055129
0.097238,0.057646,-0.051576
0.096611,0.053691,-0.046852
0.092524,0.0476,-0.041117
0.085148,0.03915,-0.034614
0.074737,0.028374,-0.027639
0.061791,0.015677,-0.02043
0.047044,-0.012607,-0.013056
0.031346,-0.026843,0.012324
0.015575,-0.040553,0.022898
-0.013073,-0.053419,0.034566
-0.024997,-0.06506,0.046729
-0.035209,-0.07494,0.058314
-0.043901,-0.082391,0.067908
-0.051267,-0.086709,0.074003
-0.057369,-0.087278,0.075315
-0.062149,-0.083694,0.071082
-0.065528,-0.075838,0.061271
-0.067444,-0.063925,0.046574
-0.067864,-0.048533,0.028145
-0.066779,-0.030583,-0.01454
-0.064185,-0.011245,-0.035923
-0.060073,0.026605,-0.055285
-0.054429,0.04292,-0.071122
-0.047275,0.056389,-0.082262
-0.038704,0.066443,-0.088104
-0.028868,0.072669,-0.088655
-0.017948,0.074759,-0.084433
0.019053,0.072507,-0.07635
0.031809,0.065915,-0.06557
0.044126,0.055412,-0.053328
0.0555,0.041982,-0.040757
0.065337,0.027016,-0.028763
0.072982,0.011983,-0.018005
0.077865,-0.013771,0.010357
0.079649,-0.023171,0.017813
0.078301,-0.029795,0.026968
0.074062,-0.033545,0.03719
0.067337,-0.034545,0.047637
0.058554,-0.033123,0.057141
0.048054,-0.029776,0.064222
0.036072,-0.02517,0.067269
0.022823,-0.020103,0.064875
-0.020556,-0.015369,0.056199
-0.034148,-0.01159,0.041262
-0.04606,-0.010501,0.021064
-0.05557,-0.012251,-0.027393
-0.062096,-0.013704,-0.051019
-0.065317,-0.014246,-0.071389
-0.065245,-0.01329,-0.086849
-0.062191,-0.010469,-0.096202
-0.056641,0.015759,-0.098699
-0.04914,0.023437,-0.094044
-0.040197,0.030327,-0.082393
-0.030284,0.035828,-0.064391
-0.019877,0.039482,-0.041196
0.014441,0.04113,-0.01443
0.018304,0.040948,0.014012
0.019938,0.039253,0.042163
0.019795,0.036282,0.068108
0.018614,0.032168,0.090069
0.017309,0.027038,0.106551
0.016786,0.021112,0.116488
0.017656,0.014684,0.119348
0.020027,-0.011934,0.115182
0.023518,-0.017389,0.10465
0.027403,-0.021886,0.088977
0.030746,-0.025493,0.069785
0.03255,-0.02822,0.048837
0.031949,-0.029898,0.027763
0.028411,-0.030274,-0.024557
0.021863,-0.029256,-0.035646
0.01266,-0.027038,-0.042616
-0.011476,-0.023903,-0.045235
-0.025214,-0.019978,-0.043647
-0.039067,-0.015243,-0.038493
-0.052083,0.011145,-0.030925
-0.063207,0.018871,-0.022409
-0.010286,0.010879,0.010369
-0.010468,0.01182,0.011874
-0.010467,0.01154,0.013144
0.010037,0.010019,0.014191
0.010473,-0.01197,0.015095
0.010664,-0.013142,0.01597
0.010751,-0.01302,0.016871
0.010589,-0.011432,0.017729
-0.012622,-0.012614,0.018405
-0.01519,-0.015051,0.018783
-0.016269,-0.01657,0.018839
-0.015849,-0.016812,0.018629
-0.014095,-0.015467,0.018219
-0.011295,-0.012437,0.017605
0.012494,0.012781,0.016701
0.014871,0.015609,0.015402
0.016485,0.016705,0.013685
0.016779,0.016064,0.011687
0.015487,0.013989,-0.010031
0.012755,0.011036,-0.010355
-0.014547,0.010771,-0.012621
-0.018369,0.012366,-0.015919
-0.020914,0.012408,-0.019714
-0.021848,0.010884,-0.023086
-0.021032,0.010803,-0.024942
-0.018566,0.011579,-0.024375
-0.014755,0.010892,-0.021049
-0.010052,-0.013201,-0.015479
-0.01054,-0.015967,0.013212
-0.012393,-0.017271,0.016967
-0.013795,-0.017041,0.018729
-0.014394,-0.015294,0.017761
-0.014069,-0.012196,0.013887
-0.012914,-0.010171,-0.01323
-0.011043,-0.010841,-0.016107
0.010576,-0.010297,-0.015876
0.010376,-0.010604,-0.013121
-0.011402,-0.013549,-0.0109
-0.012785,-0.016257,-0.014748
-0.012621,-0.018459,-0.01748
-0.011046,-0.019861,-0.018258
0.010985,-0.020034,-0.01653
0.012477,-0.018561,-0.012198
0.013206,-0.015315,0.013037
0.013397,-0.010648,0.01427
0.013159,0.011147,0.01202
0.012457,0.013148,0.016654
0.011248,0.014142,0.023342
-0.010075,0.013952,0.026772
-0.01055,0.012399,0.026273
-0.010246,0.010067,0.022213
-0.010329,-0.011018,0.015714
-0.010431,-0.014432,-0.010135
0.011208,-0.017169,-0.010237
0.014894,-0.019078,0.010345
0.017824,-0.019767,0.01175
0.019443,-0.018728,0.011579
0.019435,-0.01563,0.010048
0.017708,-0.010578,0.010053
0.014345,0.015534,-0.016407
-0.013755,0.020206,-0.020802
-0.017235,0.023284,-0.021803
-0.018706,0.02463,-0.019091
-0.018044,0.024239,-0.013204
-0.015304,0.02223,0.013728
-0.010723,0.018909,0.013924
0.013466,0.014808,0.01044
0.017113,0.010571,0.010185
0.018819,0.010359,0.015731
0.018555,0.01202,0.019431
0.01658,0.012665,0.019669
0.013406,0.012201,0.015628
-0.01371,0.010725,-0.016462
-0.016587,-0.011443,-0.027685
-0.01819,-0.012341,-0.035555
-0.018463,-0.012525,-0.038809
-0.01744,-0.011832,-0.037197
-0.01523,-0.010252,-0.031463
-0.012048,-0.010686,-0.023191
0.011694,-0.014056,-0.014399
0.012202,-0.016359,0.011389
0.011272,-0.017401,0.013362
-0.012634,-0.017124,0.014713
-0.014501,-0.015619,0.015233
-0.014945,-0.01309,0.014634
-0.013799,0.012424,0.012654
-0.011129,0.015259,-0.011836
0.010444,0.016163,-0.015139
-0.011038,0.01456,-0.015967
-0.011524,0.010448,-0.014271
-0.010973,-0.01556,-0.010882
0.014569,-0.020674,-0.010086
0.01777,-0.024129,-0.012962
0.019121,-0.025573,-0.014548
0.018573,-0.025036,-0.014469
0.016359,-0.0228,-0.013031
0.012884,-0.01916,-0.010877
-0.010769,-0.01439,0.010598
-0.010659,0.010297,0.019345
0.010482,0.010494,0.028525
0.013404,0.010839,0.03669
0.015371,0.011984,0.042384
0.016204,0.012342,0.044471
0.015934,0.011913,0.042393
0.014785,0.011043,0.036354
0.013024,0.010221,0.027334
0.010784,-0.011004,0.016884
-0.011828,-0.013794,-0.013575
-0.015093,-0.01554,-0.021306
-0.018146,-0.016157,-0.028647
-0.020698,-0.015886,-0.033848
-0.022371,-0.015067,-0.035501
-0.022778,-0.013858,-0.032911
-0.02166,-0.012107,-0.026275
-0.018947,0.010302,-0.016527
-0.014754,0.012435,0.019179
0.013127,0.01339,0.029939
0.016213,0.013009,0.038616
0.017748,0.011227,0.044352
0.01768,-0.011306,0.046716
0.016117,-0.013665,0.045961
0.013398,-0.014856,0.042968
-0.012252,-0.01488,0.038792
-0.014846,-0.013953,0.034198
-0.01655,-0.012386,0.029529
-0.017143,-0.010427,0.024802
-0.016551,0.011094,0.019836
-0.014911,0.013448,0.014349
-0.012486,0.014963,-0.016974
0.011114,0.015438,-0.025805
0.015182,0.01473,-0.033157
0.018737,0.012887,-0.037831
0.021547,0.010219,-0.039013
0.023312,-0.01194,-0.036602
0.023749,-0.014067,-0.031319
0.022747,-0.015387,-0.024466
0.020447,-0.015547,-0.017438
0.017137,-0.014397,-0.011218
0.013115,-0.012081,0.012881
0.010378,0.010124,0.016452
0.013415,0.012125,0.017443
0.015287,0.013669,0.015822
0.016091,0.014664,0.012147
0.015998,0.01522,-0.011096
0.015128,0.015529,-0.013431
0.013536,0.015664,-0.014619
0.011301,0.015495,-0.014649
-0.010811,0.014798,-0.013595
-0.011918,0.013403,-0.01162
-0.012757,0.011208,-0.01014
-0.013172,-0.013342,-0.014699
-0.01295,-0.016294,-0.01653
-0.011876,-0.018141,-0.01474
-0.011158,-0.018764,0.012425
-0.012282,-0.018207,0.016389
-0.01279,-0.01675,0.01724
-0.012622,-0.014776,0.015154
-0.011847,-0.012557,0.010778
-0.010665,-0.010128,-0.01349
-0.012865,0.010094,-0.017945
-0.015094,0.010674,-0.021196
-0.015646,0.01085,-0.023318
-0.014291,0.010724,-0.02424
-0.011194,0.010327,-0.02362
0.011775,-0.010808,-0.021009
0.014361,-0.012207,-0.01628
0.015671,-0.012709,0.010179
0.015814,-0.012334,0.010122
0.015029,-0.011136,0.011889
0.013605,0.011601,0.013827
0.011828,0.012671,0.01307
0.010626,0.012819,-0.011783
0.010601,0.011901,-0.017042
-0.010361,0.010201,-0.019416
-0.012718,0.010994,-0.018738
-0.014166,0.014308,-0.01544
-0.014522,0.017247,-0.010276
-0.01384,0.019448,0.012979
-0.012313,0.020746,0.016984
-0.010123,0.021019,0.020151
0.011207,0.020067,0.022305
0.014023,0.017775,0.022938
0.015781,0.014331,0.021456
0.016406,0.010164,0.017687
0.015973,-0.010579,0.012263
0.014601,-0.011606,-0.010078
0.012388,-0.012468,-0.01071
-0.012963,-0.012938,-0.010962
-0.016248,-0.012793,-0.016501
-0.018792,-0.011823,-0.019436
-0.020317,0.011507,-0.018606
-0.020747,0.012908,-0.014155
-0.020237,0.014105,-0.01213
-0.019044,0.014925,-0.013818
-0.017349,0.015221,-0.013702
-0.01517,0.014897,-0.011568
-0.012411,0.013874,-0.01039
0.010951,0.012106,0.011624
0.012552,-0.010624,0.01867
0.013387,-0.011348,0.024567
0.011016,0.011928,-0.012802
0.011293,0.010754,-0.016511
0.010633,-0.01444,-0.012902
-0.010575,-0.01835,0.012435
0.010068,-0.016603,0.012083
0.011636,0.013159,-0.012283
-0.010146,0.021513,-0.012249
0.010072,0.023238,0.013424
-0.010698,0.01666,0.013713
0.011339,-0.016792,-0.011424
0.011865,-0.016106,-0.010202
0.011142,0.011459,-0.010045
0.010438,0.01244,-0.01069
-0.011732,-0.011409,0.011408
0.012621,-0.011824,0.011333
0.012328,-0.014193,0.011368
0.011218,-0.011238,-0.011938
-0.015492,0.010094,-0.010351
-0.014702,0.011763,-0.010178
-0.010204,0.010048,-0.016284
0.010673,-0.015454,-0.014832
0.013025,-0.019085,0.012822
0.0103,-0.014395,0.01503
-0.01524,0.012818,0.010459
-0.01358,0.014942,0.012222
0.013585,0.012379,0.012593
0.012255,-0.010485,-0.011313
0.010852,-0.012648,-0.013579
0.010644,0.010337,0.010564
0.010619,-0.012336,-0.012564
0.013983,-0.011262,-0.015607
0.012935,0.011463,-0.01038
-0.010784,0.010995,0.010057
0.012663,-0.010124,0.010434
0.014807,-0.010367,-0.011925
-0.014136,0.010183,-0.0108
-0.013975,0.012859,0.011265
0.014529,-0.010529,-0.012973
0.014282,0.010074,-0.012994
0.010013,0.010167,0.010772
0.011238,-0.013079,0.010204
-0.010106,-0.015025,-0.011955
0.01316,-0.010448,-0.011611
0.013842,0.010256,0.010338
-0.010637,-0.011065,0.019385
0.010153,-0.012089,0.018466
-0.010669,0.011375,-0.017599
-0.013398,-0.010207,-0.017688
-0.010545,-0.010338,0.010575
0.010669,0.010521,-0.011461
0.012444,-0.0116,0.011646
-0.011689,-0.011013,0.012809
0.011474,0.013075,-0.012315
0.017869,0.012261,-0.012132
0.014368,-0.012615,-0.010696
-0.010304,-0.018887,0.011502
0.010354,-0.02323,0.011279
0.011955,-0.024484,-0.0139
-0.013064,-0.022104,-0.019349
-0.011235,-0.016464,-0.017406
-0.011175,0.010044,0.01055
-0.010044,-0.010524,0.022731
0.010877,0.010834,0.023124
0.010624,0.014692,0.012552
-0.015579,0.019102,-0.011668
-0.01636,0.023763,-0.014184
0.010531,0.028183,-0.011062
0.010278,0.031105,-0.010745
0.013029,0.030445,-0.010079
0.011404,0.02465,0.011102
-0.011023,0.014133,0.012413
-0.012465,-0.011124,-0.010314
-0.010307,-0.020563,0.01349
0.012247,-0.026372,0.010475
0.012606,-0.029064,-0.010011
0.012744,-0.029665,-0.015321
0.011061,-0.029156,-0.012908
-0.014166,-0.02815,-0.010734
-0.015382,-0.026681,-0.012371
-0.01117,-0.024396,0.010363
0.012613,-0.021206,0.012986
0.013381,-0.017562,0.011618
0.01046,-0.01378,-0.012057
-0.010487,0.010151,-0.011647
-0.011913,0.016532,0.011021
-0.011565,0.02128,0.013264
-0.013104,0.024273,0.010983
-0.014356,0.025532,-0.010592
-0.011689,0.024736,0.012215
-0.013779,0.02163,-0.012009
-0.021457,0.016542,-0.010847
-0.024835,0.010207,0.014724
-0.02336,-0.010349,0.013061
-0.019389,-0.010236,-0.011305
-0.01554,-0.01178,0.010977
-0.012758,-0.013876,0.014301
-0.010316,-0.01469,0.012503
0.011977,-0.013622,-0.015457
0.016566,-0.010541,-0.017894
0.020102,0.012636,-0.013399
0.022796,0.014901,0.011155
0.023923,0.015645,0.01411
0.022181,0.015362,0.012103
0.017234,0.015174,0.010162
0.010887,0.015716,-0.011126
-0.011952,0.016405,-0.010185
-0.01174,0.015928,0.013243
-0.011197,0.013284,0.010945
-0.012023,-0.014424,-0.010338
-0.014267,-0.018244,-0.012029
-0.016386,-0.021021,0.017996
-0.016543,-0.022558,0.016186
-0.014139,-0.02255,-0.014145
-0.010225,-0.020743,-0.019195
0.010818,-0.017242,-0.010249
0.015638,-0.012643,0.01455
0.019524,-0.010541,0.012989
0.02153,-0.012624,0.011971
0.020954,-0.013625,0.015539
0.017856,-0.013645,0.0109
0.012877,-0.01274,-0.011436
-0.012508,-0.010832,-0.016838
-0.01633,0.016772,-0.013841
-0.017604,0.024499,0.010274
-0.016901,0.031759,0.010841
-0.015273,0.037527,0.01273
-0.013313,0.04055,0.011219
-0.010936,0.039575,-0.010692
0.014832,0.0336,-0.010101
0.021318,0.022306,0.01052
0.025484,-0.010204,-0.013065
0.027051,-0.024451,-0.01049
0.026294,-0.032243,0.011339
0.023671,-0.0324,-0.010203
0.019586,-0.027191,0.010918
0.014469,-0.020511,0.011406
-0.011987,-0.015387,0.010612
-0.015714,-0.013053,-0.013785
-0.017472,-0.013296,-0.013679
-0.017678,-0.015177,0.010926
-0.017231,-0.017408,0.011672
-0.016091,-0.018274,-0.013435
-0.013402,-0.015884,-0.014417
0.010141,0.012461,0.011106
0.013166,0.023713,0.011239
0.011671,0.032626,0.010826
-0.01156,0.037565,0.01118
-0.011812,0.03801,-0.01042
0.011731,0.034965,-0.010254
0.01195,0.029887,-0.01031
-0.011021,0.023245,-0.010498
-0.015476,0.014273,-0.015423
-0.019087,-0.011105,-0.011094
-0.020959,-0.021568,0.010609
-0.020547,-0.025242,0.015586
-0.018355,-0.022045,0.013656
-0.015092,-0.015481,-0.011215
-0.010775,-0.012845,-0.011714
0.010237,-0.015409,0.011161
0.010134,-0.016279,-0.010366
0.010029,-0.014768,-0.012151
0.010453,-0.011103,0.010796
-0.012998,0.016045,0.01953
-0.017268,0.020666,0.020823
-0.015156,0.02031,0.013218
0.011686,0.014174,-0.012342
0.014725,-0.012384,-0.018343
0.01489,-0.011105,-0.016709
0.011652,-0.011785,0.01041
-0.01076,-0.014627,0.011092
-0.010396,-0.015645,-0.011186
0.010612,-0.01508,-0.014615
0.010836,-0.013351,-0.016246
0.010035,-0.010943,-0.015474
-0.01401,0.010718,-0.012678
-0.016694,0.011502,0.010905
-0.013216,0.011571,0.011516
0.01002,0.011094,0.010821
0.01073,0.010466,-0.017787
-0.010399,0.010189,-0.026555
-0.012502,0.010572,-0.03419
-0.013031,0.011473,-0.039469
-0.012252,0.012311,-0.041355
-0.010172,0.012307,-0.039448
0.01058,0.01085,-0.034292
0.010847,-0.010823,-0.027131
0.010176,-0.012272,-0.019345
0.012583,-0.013123,-0.011934
-0.020323,-0.013323,0.011374
